Parameter_Value,CLm,P97m,P51m,ELm,Parameter,Source CSV,CLm_delta,P97m_delta,P51m_delta,ELm_delta,FoldChange
0.1142163,27.71428571,27.75,27.75,27.75,Ak7,period_data_Ak7.csv,0,0,0,0,0.1015256
0.12563793,27.71428571,27.75,27.75,27.75,Ak7,period_data_Ak7.csv,0,0,0,0,0.11167816
0.13820172,27.71428571,27.75,27.75,27.75,Ak7,period_data_Ak7.csv,0,0,0,0,0.122845973
0.15202189,27.71428571,27.75,27.75,27.75,Ak7,period_data_Ak7.csv,0,0,0,0,0.135130569
0.16722408,27.71428571,27.75,27.75,27.75,Ak7,period_data_Ak7.csv,0,0,0,0,0.148643627
0.18394649,27.71428571,27.75,27.75,27.75,Ak7,period_data_Ak7.csv,0,0,0,0,0.163507991
0.20234114,27.71428571,27.75,27.75,27.75,Ak7,period_data_Ak7.csv,0,0,0,0,0.179858791
0.22257525,27.71428571,27.75,27.75,27.75,Ak7,period_data_Ak7.csv,0,0,0,0,0.197844667
0.24483278,27.71428571,27.75,27.875,27.75,Ak7,period_data_Ak7.csv,0,0,0.125,0,0.217629138
0.26931606,27.71428571,27.75,27.875,27.875,Ak7,period_data_Ak7.csv,0,0,0.125,0.125,0.239392053
0.29624766,27.71428571,27.75,27.75,27.875,Ak7,period_data_Ak7.csv,0,0,0,0.125,0.263331253
0.32587243,27.71428571,27.75,27.75,27.75,Ak7,period_data_Ak7.csv,0,0,0,0,0.289664382
0.35845967,27.71428571,27.75,27.75,27.75,Ak7,period_data_Ak7.csv,0,0,0,0,0.318630818
0.39430564,27.71428571,27.75,27.75,27.75,Ak7,period_data_Ak7.csv,0,0,0,0,0.350493902
0.4337362,27.71428571,27.75,27.75,27.75,Ak7,period_data_Ak7.csv,0,0,0,0,0.385543289
0.47710982,27.71428571,27.75,27.75,27.75,Ak7,period_data_Ak7.csv,0,0,0,0,0.424097618
0.5248208,27.71428571,27.75,27.75,27.75,Ak7,period_data_Ak7.csv,0,0,0,0,0.466507378
0.57730288,27.71428571,27.75,27.75,27.75,Ak7,period_data_Ak7.csv,0,0,0,0,0.513158116
0.63503317,27.71428571,27.75,27.75,27.75,Ak7,period_data_Ak7.csv,0,0,0,0,0.564473929
0.69853649,27.71428571,27.75,27.75,27.75,Ak7,period_data_Ak7.csv,0,0,0,0,0.620921324
0.76839014,27.71428571,27.75,27.75,27.75,Ak7,period_data_Ak7.csv,0,0,0,0,0.683013458
0.84522915,27.71428571,27.75,27.75,27.75,Ak7,period_data_Ak7.csv,0,0,0,0,0.7513148
0.92975207,27.71428571,27.75,27.75,27.75,Ak7,period_data_Ak7.csv,0,0,0,0,0.826446284
1.02272727,27.71428571,27.75,27.75,27.75,Ak7,period_data_Ak7.csv,0,0,0,0,0.909090907
1.125,27.71428571,27.75,27.75,27.75,Ak7,period_data_Ak7.csv,0,0,0,0,1
1.2375,27.71428571,27.75,27.75,27.75,Ak7,period_data_Ak7.csv,0,0,0,0,1.1
1.36125,27.71428571,27.75,27.75,27.75,Ak7,period_data_Ak7.csv,0,0,0,0,1.21
1.497375,27.71428571,27.75,27.75,27.75,Ak7,period_data_Ak7.csv,0,0,0,0,1.331
1.6471125,27.71428571,27.75,27.75,27.75,Ak7,period_data_Ak7.csv,0,0,0,0,1.4641
1.81182375,27.85714286,27.75,27.75,27.75,Ak7,period_data_Ak7.csv,0.142857143,0,0,0,1.61051
1.99300613,27.71428571,27.75,27.75,27.75,Ak7,period_data_Ak7.csv,0,0,0,0,1.771561004
2.19230674,27.71428571,27.75,27.75,27.75,Ak7,period_data_Ak7.csv,0,0,0,0,1.948717102
2.41153741,27.71428571,27.75,27.75,27.75,Ak7,period_data_Ak7.csv,0,0,0,0,2.143588809
2.65269115,27.71428571,27.75,27.75,27.75,Ak7,period_data_Ak7.csv,0,0,0,0,2.357947689
2.91796027,27.71428571,27.75,27.75,27.75,Ak7,period_data_Ak7.csv,0,0,0,0,2.593742462
3.20975629,27.71428571,27.75,27.75,27.75,Ak7,period_data_Ak7.csv,0,0,0,0,2.853116702
3.53073192,27.71428571,27.75,27.75,27.75,Ak7,period_data_Ak7.csv,0,0,0,0,3.138428373
3.88380512,27.71428571,27.75,27.875,27.875,Ak7,period_data_Ak7.csv,0,0,0.125,0.125,3.452271218
4.27218563,27.85714286,27.75,27.75,27.75,Ak7,period_data_Ak7.csv,0.142857143,0,0,0,3.797498338
4.69940419,27.71428571,27.75,27.75,27.875,Ak7,period_data_Ak7.csv,0,0,0,0.125,4.177248169
5.16934461,27.85714286,27.75,27.75,27.75,Ak7,period_data_Ak7.csv,0.142857143,0,0,0,4.594972987
5.68627907,27.71428571,27.75,27.75,27.75,Ak7,period_data_Ak7.csv,0,0,0,0,5.054470284
6.25490698,27.71428571,27.75,27.75,27.75,Ak7,period_data_Ak7.csv,0,0,0,0,5.559917316
6.88039768,27.71428571,27.75,27.75,27.75,Ak7,period_data_Ak7.csv,0,0,0,0,6.115909049
7.56843744,27.71428571,27.75,27.75,27.75,Ak7,period_data_Ak7.csv,0,0,0,0,6.727499947
8.32528119,27.85714286,27.75,27.75,27.75,Ak7,period_data_Ak7.csv,0.142857143,0,0,0,7.400249947
9.15780931,27.71428571,27.75,27.75,27.75,Ak7,period_data_Ak7.csv,0,0,0,0,8.140274942
10.07359024,27.85714286,27.75,27.75,27.75,Ak7,period_data_Ak7.csv,0.142857143,0,0,0,8.954302436
11.08094926,27.85714286,27.75,27.75,27.75,Ak7,period_data_Ak7.csv,0.142857143,0,0,0,9.849732676
0.05586954,27.85714286,27.75,27.75,27.75,Am7,period_data_Am7.csv,0.142857143,0,0,0,0.101525604
0.06145649,27.85714286,27.75,27.75,27.75,Am7,period_data_Am7.csv,0.142857143,0,0,0,0.111678157
0.06760214,27.85714286,27.75,27.75,27.75,Am7,period_data_Am7.csv,0.142857143,0,0,0,0.122845975
0.07436235,27.85714286,27.75,27.75,27.75,Am7,period_data_Am7.csv,0.142857143,0,0,0,0.135130565
0.08179859,27.85714286,27.75,27.75,27.75,Am7,period_data_Am7.csv,0.142857143,0,0,0,0.148643631
0.08997845,27.85714286,27.75,27.75,27.75,Am7,period_data_Am7.csv,0.142857143,0,0,0,0.163507996
0.09897629,27.85714286,27.75,27.75,27.75,Am7,period_data_Am7.csv,0.142857143,0,0,0,0.179858786
0.10887392,27.85714286,27.75,27.75,27.75,Am7,period_data_Am7.csv,0.142857143,0,0,0,0.197844667
0.11976131,27.71428571,27.75,27.75,27.75,Am7,period_data_Am7.csv,0,0,0,0,0.21762913
0.13173744,27.71428571,27.75,27.75,27.75,Am7,period_data_Am7.csv,0,0,0,0,0.239392041
0.14491119,27.71428571,27.75,27.75,27.75,Am7,period_data_Am7.csv,0,0,0,0,0.263331256
0.15940231,27.71428571,27.75,27.75,27.75,Am7,period_data_Am7.csv,0,0,0,0,0.289664383
0.17534254,27.71428571,27.75,27.75,27.875,Am7,period_data_Am7.csv,0,0,0,0.125,0.31863082
0.19287679,27.71428571,27.75,27.875,27.875,Am7,period_data_Am7.csv,0,0,0.125,0.125,0.350493894
0.21216447,27.71428571,27.75,27.875,27.75,Am7,period_data_Am7.csv,0,0,0.125,0,0.385543285
0.23338092,27.71428571,27.75,27.75,27.75,Am7,period_data_Am7.csv,0,0,0,0,0.424097619
0.25671901,27.71428571,27.75,27.75,27.75,Am7,period_data_Am7.csv,0,0,0,0,0.466507378
0.28239091,27.71428571,27.75,27.75,27.75,Am7,period_data_Am7.csv,0,0,0,0,0.513158114
0.31063,27.71428571,27.75,27.75,27.75,Am7,period_data_Am7.csv,0,0,0,0,0.564473923
0.341693,27.71428571,27.75,27.75,27.75,Am7,period_data_Am7.csv,0,0,0,0,0.620921316
0.3758623,27.85714286,27.75,27.75,27.75,Am7,period_data_Am7.csv,0.142857143,0,0,0,0.683013447
0.41344853,27.71428571,27.75,27.75,27.75,Am7,period_data_Am7.csv,0,0,0,0,0.751314792
0.45479339,27.71428571,27.75,27.75,27.75,Am7,period_data_Am7.csv,0,0,0,0,0.826446284
0.50027273,27.71428571,27.75,27.75,27.75,Am7,period_data_Am7.csv,0,0,0,0,0.909090914
0.5503,27.71428571,27.75,27.75,27.75,Am7,period_data_Am7.csv,0,0,0,0,1
0.60533,27.71428571,27.75,27.75,27.75,Am7,period_data_Am7.csv,0,0,0,0,1.1
0.665863,27.71428571,27.75,27.75,27.75,Am7,period_data_Am7.csv,0,0,0,0,1.21
0.7324493,27.71428571,27.75,27.75,27.75,Am7,period_data_Am7.csv,0,0,0,0,1.331
0.80569423,27.71428571,27.75,27.75,27.75,Am7,period_data_Am7.csv,0,0,0,0,1.4641
0.88626365,27.71428571,27.75,27.75,27.75,Am7,period_data_Am7.csv,0,0,0,0,1.610509995
0.97489002,27.71428571,27.75,27.75,27.75,Am7,period_data_Am7.csv,0,0,0,0,1.771561003
1.07237902,27.71428571,27.75,27.75,27.75,Am7,period_data_Am7.csv,0,0,0,0,1.9487171
1.17961692,27.71428571,27.75,27.875,27.875,Am7,period_data_Am7.csv,0,0,0.125,0.125,2.143588806
1.29757861,27.71428571,27.75,27.75,27.75,Am7,period_data_Am7.csv,0,0,0,0,2.357947683
1.42733648,27.71428571,27.75,27.75,27.75,Am7,period_data_Am7.csv,0,0,0,0,2.593742468
1.57007012,27.71428571,27.75,27.75,27.75,Am7,period_data_Am7.csv,0,0,0,0,2.8531167
1.72707714,27.85714286,27.75,27.75,27.75,Am7,period_data_Am7.csv,0.142857143,0,0,0,3.138428385
1.89978485,27.85714286,27.75,27.75,27.75,Am7,period_data_Am7.csv,0.142857143,0,0,0,3.452271216
2.08976333,27.71428571,27.75,27.75,27.75,Am7,period_data_Am7.csv,0,0,0,0,3.797498328
2.29873967,27.71428571,27.75,27.75,27.75,Am7,period_data_Am7.csv,0,0,0,0,4.177248174
2.52861363,27.71428571,27.75,27.75,27.75,Am7,period_data_Am7.csv,0,0,0,0,4.594972978
2.781475,27.71428571,27.75,27.75,27.75,Am7,period_data_Am7.csv,0,0,0,0,5.054470289
3.0596225,27.71428571,27.75,27.75,27.75,Am7,period_data_Am7.csv,0,0,0,0,5.559917318
3.36558475,27.71428571,27.75,27.75,27.875,Am7,period_data_Am7.csv,0,0,0,0.125,6.11590905
3.70214322,27.71428571,27.75,27.75,27.75,Am7,period_data_Am7.csv,0,0,0,0,6.727499945
4.07235754,27.71428571,27.75,27.75,27.75,Am7,period_data_Am7.csv,0,0,0,0,7.400249936
4.4795933,27.85714286,27.75,27.75,27.75,Am7,period_data_Am7.csv,0.142857143,0,0,0,8.140274941
4.92755263,27.71428571,27.75,27.75,27.75,Am7,period_data_Am7.csv,0,0,0,0,8.954302435
5.42030789,27.71428571,27.75,27.75,27.75,Am7,period_data_Am7.csv,0,0,0,0,9.849732673
0.0392701,27.71428571,27.75,27.75,27.75,Ap3,period_data_Ap3.csv,0,0,0,0,0.101525595
0.04319711,27.71428571,27.75,27.75,27.75,Ap3,period_data_Ap3.csv,0,0,0,0,0.111678154
0.04751682,27.71428571,27.75,27.75,27.75,Ap3,period_data_Ap3.csv,0,0,0,0,0.122845967
0.0522685,27.71428571,27.75,27.75,27.75,Ap3,period_data_Ap3.csv,0,0,0,0,0.135130558
0.05749536,27.71428571,27.75,27.75,27.75,Ap3,period_data_Ap3.csv,0,0,0,0,0.14864364
0.06324489,27.71428571,27.75,27.75,27.75,Ap3,period_data_Ap3.csv,0,0,0,0,0.163507989
0.06956938,27.71428571,27.75,27.75,27.75,Ap3,period_data_Ap3.csv,0,0,0,0,0.17985879
0.07652632,27.71428571,27.75,27.75,27.75,Ap3,period_data_Ap3.csv,0,0,0,0,0.197844674
0.08417895,27.71428571,27.75,27.75,27.75,Ap3,period_data_Ap3.csv,0,0,0,0,0.217629137
0.09259684,27.71428571,27.75,27.75,27.75,Ap3,period_data_Ap3.csv,0,0,0,0,0.239392037
0.10185653,27.71428571,27.75,27.75,27.75,Ap3,period_data_Ap3.csv,0,0,0,0,0.263331256
0.11204218,27.71428571,27.75,27.75,27.75,Ap3,period_data_Ap3.csv,0,0,0,0,0.289664374
0.1232464,27.71428571,27.75,27.75,27.75,Ap3,period_data_Ap3.csv,0,0,0,0,0.318630817
0.13557104,27.71428571,27.75,27.75,27.75,Ap3,period_data_Ap3.csv,0,0,0,0,0.350493899
0.14912814,27.71428571,27.75,27.75,27.75,Ap3,period_data_Ap3.csv,0,0,0,0,0.385543278
0.16404096,27.71428571,27.75,27.75,27.75,Ap3,period_data_Ap3.csv,0,0,0,0,0.424097622
0.18044505,27.71428571,27.75,27.75,27.75,Ap3,period_data_Ap3.csv,0,0,0,0,0.466507368
0.19848956,27.71428571,27.75,27.75,27.75,Ap3,period_data_Ap3.csv,0,0,0,0,0.513158118
0.21833852,27.71428571,27.75,27.75,27.75,Ap3,period_data_Ap3.csv,0,0,0,0,0.56447394
0.24017237,27.71428571,27.75,27.75,27.75,Ap3,period_data_Ap3.csv,0,0,0,0,0.620921329
0.2641896,27.71428571,27.75,27.75,27.75,Ap3,period_data_Ap3.csv,0,0,0,0,0.683013444
0.29060856,27.71428571,27.75,27.75,27.75,Ap3,period_data_Ap3.csv,0,0,0,0,0.751314788
0.31966942,27.71428571,27.75,27.75,27.75,Ap3,period_data_Ap3.csv,0,0,0,0,0.826446277
0.35163636,27.71428571,27.75,27.75,27.75,Ap3,period_data_Ap3.csv,0,0,0,0,0.9090909
0.3868,27.71428571,27.75,27.75,27.75,Ap3,period_data_Ap3.csv,0,0,0,0,1
0.42548,27.71428571,27.75,27.75,27.75,Ap3,period_data_Ap3.csv,0,0,0,0,1.1
0.468028,27.71428571,27.75,27.75,27.75,Ap3,period_data_Ap3.csv,0,0,0,0,1.21
0.5148308,27.71428571,27.75,27.75,27.75,Ap3,period_data_Ap3.csv,0,0,0,0,1.331
0.56631388,27.71428571,27.75,27.75,27.75,Ap3,period_data_Ap3.csv,0,0,0,0,1.4641
0.62294527,27.71428571,27.75,27.75,27.75,Ap3,period_data_Ap3.csv,0,0,0,0,1.610510005
0.68523979,27.71428571,27.75,27.75,27.75,Ap3,period_data_Ap3.csv,0,0,0,0,1.771560988
0.75376377,27.71428571,27.75,27.75,27.75,Ap3,period_data_Ap3.csv,0,0,0,0,1.948717089
0.82914015,27.71428571,27.75,27.75,27.75,Ap3,period_data_Ap3.csv,0,0,0,0,2.143588806
0.91205417,27.71428571,27.75,27.75,27.75,Ap3,period_data_Ap3.csv,0,0,0,0,2.357947699
1.00325958,27.71428571,27.75,27.75,27.75,Ap3,period_data_Ap3.csv,0,0,0,0,2.593742451
1.10358554,27.71428571,27.75,27.75,27.75,Ap3,period_data_Ap3.csv,0,0,0,0,2.853116701
1.2139441,27.71428571,27.75,27.75,27.75,Ap3,period_data_Ap3.csv,0,0,0,0,3.138428387
1.33533851,27.71428571,27.75,27.75,27.75,Ap3,period_data_Ap3.csv,0,0,0,0,3.452271225
1.46887236,27.71428571,27.75,27.75,27.75,Ap3,period_data_Ap3.csv,0,0,0,0,3.797498345
1.61575959,27.71428571,27.75,27.75,27.75,Ap3,period_data_Ap3.csv,0,0,0,0,4.177248164
1.77733555,27.71428571,27.75,27.75,27.75,Ap3,period_data_Ap3.csv,0,0,0,0,4.594972983
1.95506911,27.71428571,27.75,27.75,27.75,Ap3,period_data_Ap3.csv,0,0,0,0,5.054470295
2.15057602,27.71428571,27.75,27.75,27.75,Ap3,period_data_Ap3.csv,0,0,0,0,5.559917322
2.36563362,27.71428571,27.75,27.75,27.75,Ap3,period_data_Ap3.csv,0,0,0,0,6.115909049
2.60219698,27.71428571,27.75,27.75,27.75,Ap3,period_data_Ap3.csv,0,0,0,0,6.727499948
2.86241668,27.71428571,27.75,27.75,27.75,Ap3,period_data_Ap3.csv,0,0,0,0,7.400249948
3.14865835,27.71428571,27.75,27.75,27.75,Ap3,period_data_Ap3.csv,0,0,0,0,8.140274948
3.46352418,27.71428571,27.75,27.75,27.75,Ap3,period_data_Ap3.csv,0,0,0,0,8.95430243
3.8098766,27.71428571,27.75,27.75,27.75,Ap3,period_data_Ap3.csv,0,0,0,0,9.849732678
0.01758423,27.57142857,27.5,27.5,27.5,Bk8,period_data_Bk8.csv,-0.142857143,-0.25,-0.25,-0.25,0.101525577
0.01934266,27.57142857,27.5,27.5,27.5,Bk8,period_data_Bk8.csv,-0.142857143,-0.25,-0.25,-0.25,0.111678176
0.02127692,27.57142857,27.5,27.5,27.5,Bk8,period_data_Bk8.csv,-0.142857143,-0.25,-0.25,-0.25,0.122845958
0.02340461,27.57142857,27.5,27.5,27.5,Bk8,period_data_Bk8.csv,-0.142857143,-0.25,-0.25,-0.25,0.135130543
0.02574508,27.57142857,27.5,27.5,27.5,Bk8,period_data_Bk8.csv,-0.142857143,-0.25,-0.25,-0.25,0.148643649
0.02831958,27.57142857,27.625,27.5,27.5,Bk8,period_data_Bk8.csv,-0.142857143,-0.125,-0.25,-0.25,0.163507968
0.03115154,27.57142857,27.625,27.5,27.5,Bk8,period_data_Bk8.csv,-0.142857143,-0.125,-0.25,-0.25,0.179858776
0.0342667,27.57142857,27.625,27.625,27.625,Bk8,period_data_Bk8.csv,-0.142857143,-0.125,-0.125,-0.125,0.197844688
0.03769337,27.57142857,27.625,27.625,27.625,Bk8,period_data_Bk8.csv,-0.142857143,-0.125,-0.125,-0.125,0.217629157
0.0414627,27.57142857,27.5,27.625,27.625,Bk8,period_data_Bk8.csv,-0.142857143,-0.25,-0.125,-0.125,0.239392032
0.04560897,27.57142857,27.5,27.625,27.625,Bk8,period_data_Bk8.csv,-0.142857143,-0.25,-0.125,-0.125,0.263331236
0.05016987,27.57142857,27.5,27.5,27.5,Bk8,period_data_Bk8.csv,-0.142857143,-0.25,-0.25,-0.25,0.289664376
0.05518686,27.57142857,27.5,27.5,27.5,Bk8,period_data_Bk8.csv,-0.142857143,-0.25,-0.25,-0.25,0.318630831
0.06070554,27.57142857,27.625,27.5,27.5,Bk8,period_data_Bk8.csv,-0.142857143,-0.125,-0.25,-0.25,0.35049388
0.0667761,27.57142857,27.625,27.625,27.625,Bk8,period_data_Bk8.csv,-0.142857143,-0.125,-0.125,-0.125,0.385543303
0.07345371,27.57142857,27.625,27.625,27.625,Bk8,period_data_Bk8.csv,-0.142857143,-0.125,-0.125,-0.125,0.424097633
0.08079908,27.71428571,27.625,27.625,27.625,Bk8,period_data_Bk8.csv,0,-0.125,-0.125,-0.125,0.46650739
0.08887899,27.71428571,27.625,27.625,27.625,Bk8,period_data_Bk8.csv,0,-0.125,-0.125,-0.125,0.513158141
0.09776688,27.57142857,27.625,27.75,27.75,Bk8,period_data_Bk8.csv,-0.142857143,-0.125,0,0,0.564473903
0.10754357,27.57142857,27.625,27.625,27.625,Bk8,period_data_Bk8.csv,-0.142857143,-0.125,-0.125,-0.125,0.620921305
0.11829793,27.71428571,27.625,27.625,27.625,Bk8,period_data_Bk8.csv,0,-0.125,-0.125,-0.125,0.683013453
0.13012772,27.71428571,27.75,27.75,27.75,Bk8,period_data_Bk8.csv,0,0,0,0,0.751314781
0.1431405,27.71428571,27.75,27.75,27.75,Bk8,period_data_Bk8.csv,0,0,0,0,0.826446305
0.15745455,27.71428571,27.75,27.625,27.75,Bk8,period_data_Bk8.csv,0,0,-0.125,0,0.909090935
0.1732,27.71428571,27.75,27.75,27.75,Bk8,period_data_Bk8.csv,0,0,0,0,1
0.19052,27.85714286,27.875,27.75,27.75,Bk8,period_data_Bk8.csv,0.142857143,0.125,0,0,1.1
0.209572,27.71428571,27.75,27.875,27.875,Bk8,period_data_Bk8.csv,0,0,0.125,0.125,1.21
0.2305292,27.85714286,27.875,27.875,27.875,Bk8,period_data_Bk8.csv,0.142857143,0.125,0.125,0.125,1.331
0.25358212,28,27.875,27.85714286,27.875,Bk8,period_data_Bk8.csv,0.285714286,0.125,0.107142857,0.125,1.4641
0.27894033,27.85714286,27.875,27.85714286,27.875,Bk8,period_data_Bk8.csv,0.142857143,0.125,0.107142857,0.125,1.610509988
0.30683437,28,28,28,28,Bk8,period_data_Bk8.csv,0.285714286,0.25,0.25,0.25,1.771561028
0.3375178,28,28,28,28,Bk8,period_data_Bk8.csv,0.285714286,0.25,0.25,0.25,1.94871709
0.37126958,28,28.125,28.14285714,28.125,Bk8,period_data_Bk8.csv,0.285714286,0.375,0.392857143,0.375,2.143588799
0.40839654,28.14285714,28.125,28.14285714,28.125,Bk8,period_data_Bk8.csv,0.428571429,0.375,0.392857143,0.375,2.357947691
0.44923619,28.125,28.125,28.14285714,28.14285714,Bk8,period_data_Bk8.csv,0.410714286,0.375,0.392857143,0.392857143,2.593742436
0.49415981,28.125,28.125,28.14285714,28.14285714,Bk8,period_data_Bk8.csv,0.410714286,0.375,0.392857143,0.392857143,2.853116686
0.54357579,28.25,28.25,28.14285714,28.14285714,Bk8,period_data_Bk8.csv,0.535714286,0.5,0.392857143,0.392857143,3.138428349
0.59793337,28.125,28.125,28,28,Bk8,period_data_Bk8.csv,0.410714286,0.375,0.25,0.25,3.452271189
0.65772671,28,27.875,27.85714286,28,Bk8,period_data_Bk8.csv,0.285714286,0.125,0.107142857,0.25,3.797498326
0.72349938,27.85714286,27.875,27.85714286,27.75,Bk8,period_data_Bk8.csv,0.142857143,0.125,0.107142857,0,4.177248152
0.79584932,27.57142857,27.5,27.5,27.625,Bk8,period_data_Bk8.csv,-0.142857143,-0.25,-0.25,-0.125,4.594972979
0.87543425,27.28571429,27.375,27.375,27.375,Bk8,period_data_Bk8.csv,-0.428571429,-0.375,-0.375,-0.375,5.054470266
0.96297768,27.14285714,27.125,27.125,27.125,Bk8,period_data_Bk8.csv,-0.571428571,-0.625,-0.625,-0.625,5.559917321
1.05927545,26.875,26.85714286,26.875,26.875,Bk8,period_data_Bk8.csv,-0.839285714,-0.892857143,-0.875,-0.875,6.115909065
1.16520299,26.625,26.625,26.625,26.625,Bk8,period_data_Bk8.csv,-1.089285714,-1.125,-1.125,-1.125,6.727499942
1.28172329,26.25,26.25,26.25,26.33333333,Bk8,period_data_Bk8.csv,-1.464285714,-1.5,-1.5,-1.416666667,7.400249942
1.40989562,25.875,25.875,26,26,Bk8,period_data_Bk8.csv,-1.839285714,-1.875,-1.75,-1.75,8.140274942
1.55088518,25.5,25.625,25.5,25.625,Bk8,period_data_Bk8.csv,-2.214285714,-2.125,-2.25,-2.125,8.954302425
1.7059737,25.22222222,25.25,25.25,25.25,Bk8,period_data_Bk8.csv,-2.492063492,-2.5,-2.5,-2.5,9.849732679
0.07845898,,,,,Bm8,period_data_Bm8.csv,,,,,0.101525595
0.08630488,,,,,Bm8,period_data_Bm8.csv,,,,,0.111678157
0.09493537,,,,,Bm8,period_data_Bm8.csv,,,,,0.122845976
0.10442891,,,,,Bm8,period_data_Bm8.csv,,,,,0.135130577
0.1148718,,,,,Bm8,period_data_Bm8.csv,,,,,0.148643634
0.12635898,,,,,Bm8,period_data_Bm8.csv,,,,,0.163507997
0.13899487,,,,,Bm8,period_data_Bm8.csv,,,,,0.179858786
0.15289436,,,,,Bm8,period_data_Bm8.csv,,,,,0.197844669
0.1681838,,,,,Bm8,period_data_Bm8.csv,,,,,0.217629141
0.18500218,,,,,Bm8,period_data_Bm8.csv,,,,,0.239392055
0.20350239,,,,,Bm8,period_data_Bm8.csv,,,,,0.26333125
0.22385263,,,,,Bm8,period_data_Bm8.csv,,,,,0.289664376
0.2462379,23.875,23.88888889,23.88888889,24,Bm8,period_data_Bm8.csv,-3.839285714,-3.861111111,-3.861111111,-3.75,0.318630823
0.27086169,25.33333333,25.375,25.375,25.375,Bm8,period_data_Bm8.csv,-2.380952381,-2.375,-2.375,-2.375,0.350493905
0.29794785,26.375,26.375,26.375,26.33333333,Bm8,period_data_Bm8.csv,-1.339285714,-1.375,-1.375,-1.416666667,0.385543284
0.32774264,26.875,26.85714286,26.875,26.875,Bm8,period_data_Bm8.csv,-0.839285714,-0.892857143,-0.875,-0.875,0.424097619
0.3605169,27.28571429,27.25,27.375,27.375,Bm8,period_data_Bm8.csv,-0.428571429,-0.5,-0.375,-0.375,0.466507376
0.39656859,27.57142857,27.625,27.625,27.625,Bm8,period_data_Bm8.csv,-0.142857143,-0.125,-0.125,-0.125,0.513158113
0.43622545,27.85714286,27.875,27.85714286,27.875,Bm8,period_data_Bm8.csv,0.142857143,0.125,0.107142857,0.125,0.564473926
0.479848,28,28,28.14285714,28.14285714,Bm8,period_data_Bm8.csv,0.285714286,0.25,0.392857143,0.392857143,0.620921325
0.5278328,28.125,28.125,28.14285714,28.14285714,Bm8,period_data_Bm8.csv,0.410714286,0.375,0.392857143,0.392857143,0.683013458
0.58061608,28.14285714,28.125,28,28,Bm8,period_data_Bm8.csv,0.428571429,0.375,0.25,0.25,0.751314803
0.63867769,27.85714286,27.875,27.85714286,27.875,Bm8,period_data_Bm8.csv,0.142857143,0.125,0.107142857,0.125,0.826446286
0.70254545,27.85714286,27.75,27.75,27.75,Bm8,period_data_Bm8.csv,0.142857143,0,0,0,0.909090903
0.7728,27.71428571,27.75,27.75,27.75,Bm8,period_data_Bm8.csv,0,0,0,0,1
0.85008,27.71428571,27.75,27.75,27.75,Bm8,period_data_Bm8.csv,0,0,0,0,1.1
0.935088,27.71428571,27.625,27.625,27.625,Bm8,period_data_Bm8.csv,0,-0.125,-0.125,-0.125,1.21
1.0285968,27.71428571,27.75,27.625,27.625,Bm8,period_data_Bm8.csv,0,0,-0.125,-0.125,1.331
1.13145648,27.57142857,27.625,27.625,27.625,Bm8,period_data_Bm8.csv,-0.142857143,-0.125,-0.125,-0.125,1.4641
1.24460213,27.57142857,27.625,27.625,27.625,Bm8,period_data_Bm8.csv,-0.142857143,-0.125,-0.125,-0.125,1.610510003
1.36906234,27.57142857,27.625,27.625,27.625,Bm8,period_data_Bm8.csv,-0.142857143,-0.125,-0.125,-0.125,1.771560999
1.50596857,27.57142857,27.625,27.625,27.625,Bm8,period_data_Bm8.csv,-0.142857143,-0.125,-0.125,-0.125,1.948717094
1.65656543,27.57142857,27.5,27.5,27.5,Bm8,period_data_Bm8.csv,-0.142857143,-0.25,-0.25,-0.25,2.143588807
1.82222198,27.42857143,27.5,27.625,27.625,Bm8,period_data_Bm8.csv,-0.285714286,-0.25,-0.125,-0.125,2.357947697
2.00444417,27.57142857,27.625,27.625,27.625,Bm8,period_data_Bm8.csv,-0.142857143,-0.125,-0.125,-0.125,2.593742456
2.20488859,27.57142857,27.625,27.5,27.5,Bm8,period_data_Bm8.csv,-0.142857143,-0.125,-0.25,-0.25,2.853116705
2.42537745,27.57142857,27.42857143,27.5,27.5,Bm8,period_data_Bm8.csv,-0.142857143,-0.321428571,-0.25,-0.25,3.138428377
2.66791519,27.57142857,27.57142857,27.5,27.5,Bm8,period_data_Bm8.csv,-0.142857143,-0.178571429,-0.25,-0.25,3.452271209
2.93470671,27.42857143,27.57142857,27.5,27.5,Bm8,period_data_Bm8.csv,-0.285714286,-0.178571429,-0.25,-0.25,3.797498331
3.22817739,27.42857143,27.57142857,27.625,27.625,Bm8,period_data_Bm8.csv,-0.285714286,-0.178571429,-0.125,-0.125,4.177248175
3.55099512,27.57142857,27.57142857,27.625,27.625,Bm8,period_data_Bm8.csv,-0.142857143,-0.178571429,-0.125,-0.125,4.594972981
3.90609464,27.57142857,27.57142857,27.5,27.5,Bm8,period_data_Bm8.csv,-0.142857143,-0.178571429,-0.25,-0.25,5.05447029
4.2967041,27.57142857,27.42857143,27.5,27.5,Bm8,period_data_Bm8.csv,-0.142857143,-0.321428571,-0.25,-0.25,5.559917314
4.72637451,27.57142857,27.42857143,27.5,27.5,Bm8,period_data_Bm8.csv,-0.142857143,-0.321428571,-0.25,-0.25,6.115909045
