Parameter_Value,CLm,P97m,P51m,ELm,Parameter,Source CSV,CLm_delta,P97m_delta,P51m_delta,ELm_delta,FoldChange
0.30052592,24,24,24,24,K4,period_data_K4.csv,0,0,0,0,0.7513148
0.33057851,24,24,24,24,K4,period_data_K4.csv,0,0,0,0,0.826446275
0.36363636,24,24,24,24,K4,period_data_K4.csv,0,0,0,0,0.9090909
0.4,24,24,24,24,K4,period_data_K4.csv,0,0,0,0,1
0.44,24,24,24,24,K4,period_data_K4.csv,0,0,0,0,1.1
0.484,24,24,24,24,K4,period_data_K4.csv,0,0,0,0,1.21
0.5324,24,24,24,24,K4,period_data_K4.csv,0,0,0,0,1.331
0.58564,24,24,24,24,K4,period_data_K4.csv,0,0,0,0,1.4641
0.644204,24,24,24,24,K4,period_data_K4.csv,0,0,0,0,1.61051
0.7086244,24,24,24,24,K4,period_data_K4.csv,0,0,0,0,1.771561
0.77948684,24,24,24,24,K4,period_data_K4.csv,0,0,0,0,1.9487171
0.85743552,24,24,24,24,K4,period_data_K4.csv,0,0,0,0,2.1435888
0.94317908,24,24,24,24,K4,period_data_K4.csv,0,0,0,0,2.3579477
1.03749698,24,24,24,24,K4,period_data_K4.csv,0,0,0,0,2.59374245
1.14124668,24,24,24,24,K4,period_data_K4.csv,0,0,0,0,2.8531167
1.25537135,24,24,24,24,K4,period_data_K4.csv,0,0,0,0,3.138428375
1.38090849,24,24,24,24,K4,period_data_K4.csv,0,0,0,0,3.452271225
1.51899933,24,24,24,24,K4,period_data_K4.csv,0,0,0,0,3.797498325
1.67089927,24,24,24,24,K4,period_data_K4.csv,0,0,0,0,4.177248175
1.83798919,24,24,24,24,K4,period_data_K4.csv,0,0,0,0,4.594972975
2.02178811,24,24,24,24,K4,period_data_K4.csv,0,0,0,0,5.054470275
2.22396693,24,24,24,24,K4,period_data_K4.csv,0,0,0,0,5.559917325
2.44636362,24,24,24,24,K4,period_data_K4.csv,0,0,0,0,6.11590905
2.69099998,24,24,24,24,K4,period_data_K4.csv,0,0,0,0,6.72749995
2.96009998,24,24,24,24,K4,period_data_K4.csv,0,0,0,0,7.40024995
3.25610998,24,24,24,24,K4,period_data_K4.csv,0,0,0,0,8.14027495
3.58172097,24,24,24,24,K4,period_data_K4.csv,0,0,0,0,8.954302425
3.93989307,24,24,24,24,K4,period_data_K4.csv,0,0,0,0,9.849732675
0.03756447,48,32,46.66666667,38.4,K5,period_data_K5.csv,24,8,22.66666667,14.4,0.101525595
0.04132092,48,32,46,48,K5,period_data_K5.csv,24,8,22,24,0.111678162
0.04545301,48,48,48,48,K5,period_data_K5.csv,24,24,24,24,0.122845973
0.04999831,48,48,48,48,K5,period_data_K5.csv,24,24,24,24,0.135130568
0.05499814,48,48,48,48,K5,period_data_K5.csv,24,24,24,24,0.148643622
0.06049796,24.11111111,24,24.11111111,24.11111111,K5,period_data_K5.csv,0.111111111,0,0.111111111,0.111111111,0.163508
0.06654775,24,24,24,24,K5,period_data_K5.csv,0,0,0,0,0.179858784
0.07320253,24,24,24,24,K5,period_data_K5.csv,0,0,0,0,0.197844676
0.08052278,24,24,24,24,K5,period_data_K5.csv,0,0,0,0,0.217629135
0.08857506,24,24,24,24,K5,period_data_K5.csv,0,0,0,0,0.239392054
0.09743256,24,24,24,24,K5,period_data_K5.csv,0,0,0,0,0.263331243
0.10717582,24,24,24,24,K5,period_data_K5.csv,0,0,0,0,0.289664378
0.1178934,24,24,24,24,K5,period_data_K5.csv,0,0,0,0,0.318630811
0.12968274,24,24,24,24,K5,period_data_K5.csv,0,0,0,0,0.350493892
0.14265102,24,24,24,24,K5,period_data_K5.csv,0,0,0,0,0.385543297
0.15691612,24,24,24,24,K5,period_data_K5.csv,0,0,0,0,0.424097622
0.17260773,24,24,24,24,K5,period_data_K5.csv,0,0,0,0,0.466507378
0.1898685,24,24,24,24,K5,period_data_K5.csv,0,0,0,0,0.513158108
0.20885535,24,24,24,24,K5,period_data_K5.csv,0,0,0,0,0.564473919
0.22974089,24,24,24,24,K5,period_data_K5.csv,0,0,0,0,0.620921324
0.25271498,24,24,24,24,K5,period_data_K5.csv,0,0,0,0,0.683013459
0.27798648,24,24,24,24,K5,period_data_K5.csv,0,0,0,0,0.751314811
0.30578512,24,24,24,24,K5,period_data_K5.csv,0,0,0,0,0.82644627
0.33636364,24,24,24,24,K5,period_data_K5.csv,0,0,0,0,0.909090919
0.37,24,24,24,24,K5,period_data_K5.csv,0,0,0,0,1
0.407,24,24,24,24,K5,period_data_K5.csv,0,0,0,0,1.1
0.4477,24,24,24,24,K5,period_data_K5.csv,0,0,0,0,1.21
0.49247,24,24,24,24,K5,period_data_K5.csv,0,0,0,0,1.331
0.541717,24,24,24,24,K5,period_data_K5.csv,0,0,0,0,1.4641
0.5958887,24,24,24,24,K5,period_data_K5.csv,0,0,0,0,1.61051
0.65547757,24,24,24,24,K5,period_data_K5.csv,0,0,0,0,1.771561
0.72102533,24,24,24,24,K5,period_data_K5.csv,0,0,0,0,1.948717108
0.79312786,24,24,24,24,K5,period_data_K5.csv,0,0,0,0,2.143588811
0.87244065,24,24,24,24,K5,period_data_K5.csv,0,0,0,0,2.357947703
0.95968471,24,24,24,24,K5,period_data_K5.csv,0,0,0,0,2.593742459
1.05565318,24,24,24,24,K5,period_data_K5.csv,0,0,0,0,2.853116703
1.1612185,24,24,24,24,K5,period_data_K5.csv,0,0,0,0,3.138428378
1.27734035,24,24,24,24,K5,period_data_K5.csv,0,0,0,0,3.452271216
1.40507438,24,24,24,24,K5,period_data_K5.csv,0,0,0,0,3.797498324
1.54558182,24,24,24,24,K5,period_data_K5.csv,0,0,0,0,4.177248162
1.70014,24,24,24,24,K5,period_data_K5.csv,0,0,0,0,4.594972973
1.87015401,24,24,24,24,K5,period_data_K5.csv,0,0,0,0,5.054470297
2.05716941,24,24,24,24,K5,period_data_K5.csv,0,0,0,0,5.559917324
2.26288635,24,24,24,24,K5,period_data_K5.csv,0,0,0,0,6.115909054
2.48917498,24,24,24,24,K5,period_data_K5.csv,0,0,0,0,6.727499946
2.73809248,24,24,24,24,K5,period_data_K5.csv,0,0,0,0,7.400249946
3.01190173,24,24,24,24,K5,period_data_K5.csv,0,0,0,0,8.140274946
3.3130919,24,24,24,24,K5,period_data_K5.csv,0,0,0,0,8.954302432
3.64440109,24,24,24,24,K5,period_data_K5.csv,0,0,0,0,9.849732676
0.05019426,24,24,24,24,K6,period_data_K6.csv,0,0,0,0,0.101525607
0.05521368,24,24,24,24,K6,period_data_K6.csv,0,0,0,0,0.111678155
0.06073505,24,24,24,24,K6,period_data_K6.csv,0,0,0,0,0.122845975
0.06680855,24,24,24,24,K6,period_data_K6.csv,0,0,0,0,0.135130562
0.07348941,24,24,24,24,K6,period_data_K6.csv,0,0,0,0,0.148643629
0.08083835,24,24,24,24,K6,period_data_K6.csv,0,0,0,0,0.163507989
0.08892219,24,24,24,24,K6,period_data_K6.csv,0,0,0,0,0.179858799
0.0978144,24,24,24,24,K6,period_data_K6.csv,0,0,0,0,0.19784466
0.10759584,24,24,24,24,K6,period_data_K6.csv,0,0,0,0,0.217629126
0.11835543,24,24,24,24,K6,period_data_K6.csv,0,0,0,0,0.239392051
0.13019097,24,24,24,24,K6,period_data_K6.csv,0,0,0,0,0.26333125
0.14321007,24,24,24,24,K6,period_data_K6.csv,0,0,0,0,0.289664381
0.15753108,24,24,24,24,K6,period_data_K6.csv,0,0,0,0,0.318630825
0.17328418,24,24,24,24,K6,period_data_K6.csv,0,0,0,0,0.350493892
0.1906126,24,24,24,24,K6,period_data_K6.csv,0,0,0,0,0.385543285
0.20967386,24,24,24,24,K6,period_data_K6.csv,0,0,0,0,0.424097613
0.23064125,24,24,24,24,K6,period_data_K6.csv,0,0,0,0,0.466507383
0.25370537,24,24,24,24,K6,period_data_K6.csv,0,0,0,0,0.513158111
0.27907591,24,24,24,24,K6,period_data_K6.csv,0,0,0,0,0.564473928
0.3069835,24,24,24,24,K6,period_data_K6.csv,0,0,0,0,0.620921319
0.33768185,24,24,24,24,K6,period_data_K6.csv,0,0,0,0,0.683013451
0.37145004,24,24,24,24,K6,period_data_K6.csv,0,0,0,0,0.751314806
0.40859504,24,24,24,24,K6,period_data_K6.csv,0,0,0,0,0.826446278
0.44945455,24,24,24,24,K6,period_data_K6.csv,0,0,0,0,0.909090918
0.4944,24,24,24,24,K6,period_data_K6.csv,0,0,0,0,1
0.54384,24,24,24,24,K6,period_data_K6.csv,0,0,0,0,1.1
0.598224,24,24,24,24,K6,period_data_K6.csv,0,0,0,0,1.21
0.6580464,24,24,24,24,K6,period_data_K6.csv,0,0,0,0,1.331
0.72385104,24,24,24,24,K6,period_data_K6.csv,0,0,0,0,1.4641
0.79623614,24,24,24,24,K6,period_data_K6.csv,0,0,0,0,1.610509992
0.87585976,24,24,24,24,K6,period_data_K6.csv,0,0,0,0,1.771561003
0.96344573,24,24,24,24,K6,period_data_K6.csv,0,0,0,0,1.948717091
1.05979031,24,24,24,24,K6,period_data_K6.csv,0,0,0,0,2.143588815
1.16576934,24,24,24,24,K6,period_data_K6.csv,0,0,0,0,2.357947694
1.28234627,24,24,24,24,K6,period_data_K6.csv,0,0,0,0,2.593742456
1.4105809,24,24,24,24,K6,period_data_K6.csv,0,0,0,0,2.853116707
1.55163899,24,24,24,24,K6,period_data_K6.csv,0,0,0,0,3.138428378
1.70680289,24,24,24,24,K6,period_data_K6.csv,0,0,0,0,3.452271218
1.87748318,24,24,24,24,K6,period_data_K6.csv,0,0,0,0,3.797498341
2.06523149,24,24,24,24,K6,period_data_K6.csv,0,0,0,0,4.177248159
2.27175464,24,24,24,24,K6,period_data_K6.csv,0,0,0,0,4.594972977
2.49893011,24,24,24,24,K6,period_data_K6.csv,0,0,0,0,5.054470287
2.74882312,24,24,24,24,K6,period_data_K6.csv,0,0,0,0,5.559917314
3.02370543,24,24,24,24,K6,period_data_K6.csv,0,0,0,0,6.115909041
3.32607597,24,24,24,24,K6,period_data_K6.csv,0,0,0,0,6.727499939
3.65868357,24,24,24,24,K6,period_data_K6.csv,0,0,0,0,7.400249939
4.02455193,24,24,24,24,K6,period_data_K6.csv,0,0,0,0,8.140274939
4.42700712,24,24,24,24,K6,period_data_K6.csv,0,0,0,0,8.954302427
4.86970783,24,24,24,24,K6,period_data_K6.csv,0,0,0,0,9.849732666
0.24454471,24,24,24,24,K7,period_data_K7.csv,0,0,0,0,0.101525599
0.26899918,24,24,24,24,K7,period_data_K7.csv,0,0,0,0,0.111678158
0.2958991,24,24,24,24,K7,period_data_K7.csv,0,0,0,0,0.122845975
0.32548901,24,24,24,24,K7,period_data_K7.csv,0,0,0,0,0.135130573
0.35803791,24,24,24,24,K7,period_data_K7.csv,0,0,0,0,0.148643629
0.3938417,24,24,24,24,K7,period_data_K7.csv,0,0,0,0,0.163507992
0.43322587,24,24,24,24,K7,period_data_K7.csv,0,0,0,0,0.179858791
0.47654845,24,24,24,24,K7,period_data_K7.csv,0,0,0,0,0.197844667
0.5242033,24,24,24,24,K7,period_data_K7.csv,0,0,0,0,0.217629136
0.57662363,24,24,24,24,K7,period_data_K7.csv,0,0,0,0,0.23939205
0.63428599,24,24,24,24,K7,period_data_K7.csv,0,0,0,0,0.263331253
0.69771459,24,24,24,24,K7,period_data_K7.csv,0,0,0,0,0.289664379
0.76748605,24,24,24,24,K7,period_data_K7.csv,0,0,0,0,0.318630817
0.84423466,24,24,24,24,K7,period_data_K7.csv,0,0,0,0,0.350493901
0.92865812,24,24,24,24,K7,period_data_K7.csv,0,0,0,0,0.385543289
1.02152393,24,24,24,24,K7,period_data_K7.csv,0,0,0,0,0.424097617
1.12367633,24,24,24,24,K7,period_data_K7.csv,0,0,0,0,0.466507382
1.23604396,24,24,24,24,K7,period_data_K7.csv,0,0,0,0,0.513158118
1.35964836,24,24,24,24,K7,period_data_K7.csv,0,0,0,0,0.564473932
1.49561319,24,24,24,24,K7,period_data_K7.csv,0,0,0,0,0.620921323
1.64517451,24,24,24,24,K7,period_data_K7.csv,0,0,0,0,0.683013455
1.80969196,24,24,24,24,K7,period_data_K7.csv,0,0,0,0,0.751314801
1.99066116,24,24,24,24,K7,period_data_K7.csv,0,0,0,0,0.826446282
2.18972727,24,24,24,24,K7,period_data_K7.csv,0,0,0,0,0.909090908
2.4087,24,24,24,24,K7,period_data_K7.csv,0,0,0,0,1
2.64957,24,24,24,24,K7,period_data_K7.csv,0,0,0,0,1.1
2.914527,24,24,24,24,K7,period_data_K7.csv,0,0,0,0,1.21
3.2059797,24,24,24,24,K7,period_data_K7.csv,0,0,0,0,1.331
3.52657767,24,24,24,24,K7,period_data_K7.csv,0,0,0,0,1.4641
3.87923544,24,24,24,24,K7,period_data_K7.csv,0,0,0,0,1.610510001
4.26715898,24,24,24,24,K7,period_data_K7.csv,0,0,0,0,1.771561
4.69387488,24,24,24,24,K7,period_data_K7.csv,0,0,0,0,1.948717101
5.16326237,24,24,24,24,K7,period_data_K7.csv,0,0,0,0,2.143588811
5.6795886,24,24,24,24,K7,period_data_K7.csv,0,0,0,0,2.35794769
6.24754746,24,24,24,24,K7,period_data_K7.csv,0,0,0,0,2.593742459
6.87230221,24,24,24,24,K7,period_data_K7.csv,0,0,0,0,2.853116706
7.55953243,24,24,24,24,K7,period_data_K7.csv,0,0,0,0,3.138428376
8.31548567,24,24,24,24,K7,period_data_K7.csv,0,0,0,0,3.452271213
9.14703424,24,24,24,24,K7,period_data_K7.csv,0,0,0,0,3.797498335
10.06173767,24,24,24,24,K7,period_data_K7.csv,0,0,0,0,4.177248171
11.06791143,24,24,24,24,K7,period_data_K7.csv,0,0,0,0,4.594972985
12.17470258,24,24,24,24,K7,period_data_K7.csv,0,0,0,0,5.054470287
13.39217283,24,24,24,24,K7,period_data_K7.csv,0,0,0,0,5.559917312
14.73139012,24,24,24,24,K7,period_data_K7.csv,0,0,0,0,6.115909046
16.20452913,24,24,24,24,K7,period_data_K7.csv,0,0,0,0,6.72749995
17.82498204,24,24,24,24,K7,period_data_K7.csv,0,0,0,0,7.400249944
19.60748024,24,24,24.11111111,24,K7,period_data_K7.csv,0,0,0.111111111,0,8.140274937
21.56822827,24,24,24,24,K7,period_data_K7.csv,0,0,0,0,8.954302433
23.7250511,24,24.11111111,24,24,K7,period_data_K7.csv,0,0.111111111,0,0,9.849732677
0.03311765,24,24,24,24,K8,period_data_K8.csv,0,0,0,0,0.101525598
0.03642942,24,24,24,24,K8,period_data_K8.csv,0,0,0,0,0.111678173
0.04007236,24,24,24,24,K8,period_data_K8.csv,0,0,0,0,0.122845984
0.04407959,24,24,24,24,K8,period_data_K8.csv,0,0,0,0,0.135130564
0.04848755,24,24,24,24,K8,period_data_K8.csv,0,0,0,0,0.148643624
0.05333631,24,24,24,24,K8,period_data_K8.csv,0,0,0,0,0.163508001
0.05866994,24,24,24,24,K8,period_data_K8.csv,0,0,0,0,0.179858798
0.06453693,24,24,24,24,K8,period_data_K8.csv,0,0,0,0,0.197844666
0.07099062,24,24,24,24,K8,period_data_K8.csv,0,0,0,0,0.217629123
0.07808969,24,24,24,24,K8,period_data_K8.csv,0,0,0,0,0.23939206
0.08589866,24,24,24,24,K8,period_data_K8.csv,0,0,0,0,0.263331269
0.09448852,24,24,24,24,K8,period_data_K8.csv,0,0,0,0,0.289664378
0.10393737,24,24,24,24,K8,period_data_K8.csv,0,0,0,0,0.318630809
0.11433111,24,24,24,24,K8,period_data_K8.csv,0,0,0,0,0.350493899
0.12576422,24,24,24,24,K8,period_data_K8.csv,0,0,0,0,0.385543286
0.13834064,24,24,24,24,K8,period_data_K8.csv,0,0,0,0,0.424097609
0.15217471,24,24,24,24,K8,period_data_K8.csv,0,0,0,0,0.466507388
0.16739218,24,24,24,24,K8,period_data_K8.csv,0,0,0,0,0.513158124
0.1841314,24,24,24,24,K8,period_data_K8.csv,0,0,0,0,0.564473942
0.20254454,24,24,24,24,K8,period_data_K8.csv,0,0,0,0,0.620921337
0.22279899,24,24,24,24,K8,period_data_K8.csv,0,0,0,0,0.683013458
0.24507889,24,24,24,24,K8,period_data_K8.csv,0,0,0,0,0.751314807
0.26958678,24,24,24,24,K8,period_data_K8.csv,0,0,0,0,0.826446291
0.29654545,24,24,24,24,K8,period_data_K8.csv,0,0,0,0,0.909090895
0.3262,24,24,24,24,K8,period_data_K8.csv,0,0,0,0,1
0.35882,24,24,24,24,K8,period_data_K8.csv,0,0,0,0,1.1
0.394702,24,24,24,24,K8,period_data_K8.csv,0,0,0,0,1.21
0.4341722,24,24,24,24,K8,period_data_K8.csv,0,0,0,0,1.331
0.47758942,24,24,24,24,K8,period_data_K8.csv,0,0,0,0,1.4641
0.52534836,24,24,24,24,K8,period_data_K8.csv,0,0,0,0,1.610509994
0.5778832,24,24,24,24,K8,period_data_K8.csv,0,0,0,0,1.771561006
0.63567152,24,24,24,24,K8,period_data_K8.csv,0,0,0,0,1.948717106
0.69923867,24,24,24,24,K8,period_data_K8.csv,0,0,0,0,2.143588811
0.76916254,24,24,24,24,K8,period_data_K8.csv,0,0,0,0,2.357947701
0.84607879,24,24,24,24,K8,period_data_K8.csv,0,0,0,0,2.593742459
0.93068667,24,24,24,24,K8,period_data_K8.csv,0,0,0,0,2.853116708
1.02375534,24,24,24,24,K8,period_data_K8.csv,0,0,0,0,3.138428387
1.12613087,24,24,24,24,K8,period_data_K8.csv,0,0,0,0,3.452271214
1.23874396,24,24,24,24,K8,period_data_K8.csv,0,0,0,0,3.797498345
1.36261835,24,24,24,24,K8,period_data_K8.csv,0,0,0,0,4.177248161
1.49888019,24,24,24,24,K8,period_data_K8.csv,0,0,0,0,4.594972992
1.64876821,24,24,24,24,K8,period_data_K8.csv,0,0,0,0,5.054470294
1.81364503,24,24,24,24,K8,period_data_K8.csv,0,0,0,0,5.559917321
1.99500953,24,24,24,24,K8,period_data_K8.csv,0,0,0,0,6.115909044
2.19451048,24,24,24,24,K8,period_data_K8.csv,0,0,0,0,6.727499939
2.41396153,24,24,24,24,K8,period_data_K8.csv,0,0,0,0,7.400249939
2.65535768,24,24,24,24,K8,period_data_K8.csv,0,0,0,0,8.140274923
2.92089345,24,24,24,24,K8,period_data_K8.csv,0,0,0,0,8.954302422
3.2129828,24,24,24,24,K8,period_data_K8.csv,0,0,0,0,9.849732679
0.18248211,24,24,24,24,K9,period_data_K9.csv,0,0,0,0,0.101525598
0.20073032,24,24,24,24,K9,period_data_K9.csv,0,0,0,0,0.111678157
0.22080335,24,24,24,24,K9,period_data_K9.csv,0,0,0,0,0.122845972
0.24288369,24,24,24,24,K9,period_data_K9.csv,0,0,0,0,0.135130572
0.26717206,24,24,24,24,K9,period_data_K9.csv,0,0,0,0,0.14864363
0.29388926,24,24,24,24,K9,period_data_K9.csv,0,0,0,0,0.163507989
0.32327819,24,24,24,24,K9,period_data_K9.csv,0,0,0,0,0.17985879
0.35560601,24,24,24,24,K9,period_data_K9.csv,0,0,0,0,0.19784467
0.39116661,24,24,24,24,K9,period_data_K9.csv,0,0,0,0,0.217629137
0.43028327,24,24,24,24,K9,period_data_K9.csv,0,0,0,0,0.23939205
0.4733116,24,24,24,24,K9,period_data_K9.csv,0,0,0,0,0.263331256
0.52064276,24,24,24,24,K9,period_data_K9.csv,0,0,0,0,0.289664382
0.57270703,24,24,24,24,K9,period_data_K9.csv,0,0,0,0,0.318630817
0.62997773,24,24.11111111,24,24,K9,period_data_K9.csv,0,0.111111111,0,0,0.350493897
0.69297551,24,24,24,24,K9,period_data_K9.csv,0,0,0,0,0.38554329
0.76227306,24,24,24,24,K9,period_data_K9.csv,0,0,0,0,0.424097619
0.83850037,24,24,24,24,K9,period_data_K9.csv,0,0,0,0,0.466507383
0.9223504,24,24,24,24,K9,period_data_K9.csv,0,0,0,0,0.513158117
1.01458544,24,24,24,24,K9,period_data_K9.csv,0,0,0,0,0.564473929
1.11604399,24,24,24,24,K9,period_data_K9.csv,0,0,0,0,0.620921325
1.22764838,24,24,24,24,K9,period_data_K9.csv,0,0,0,0,0.683013453
1.35041322,24,24,24,24,K9,period_data_K9.csv,0,0,0,0,0.751314799
1.48545455,24,24,24,24,K9,period_data_K9.csv,0,0,0,0,0.826446284
1.634,24,24,24,24,K9,period_data_K9.csv,0,0,0,0,0.909090909
1.7974,24,24,24,24,K9,period_data_K9.csv,0,0,0,0,1
1.97714,24,24,24,24,K9,period_data_K9.csv,0,0,0,0,1.1
2.174854,24,24,24,24,K9,period_data_K9.csv,0,0,0,0,1.21
2.3923394,24,24,24,24,K9,period_data_K9.csv,0,0,0,0,1.331
2.63157334,24,24,24,24,K9,period_data_K9.csv,0,0,0,0,1.4641
2.89473067,24,24,24,24,K9,period_data_K9.csv,0,0,0,0,1.610509998
3.18420374,24,24,24,24,K9,period_data_K9.csv,0,0,0,0,1.771560999
3.50262412,24,24,24,24,K9,period_data_K9.csv,0,0,0,0,1.948717102
3.85288653,24,24,24,24,K9,period_data_K9.csv,0,0,0,0,2.143588812
4.23817518,24,24,24,24,K9,period_data_K9.csv,0,0,0,0,2.357947691
4.6619927,24,24,24,24,K9,period_data_K9.csv,0,0,0,0,2.593742461
5.12819197,24,24,24,24,K9,period_data_K9.csv,0,0,0,0,2.853116707
5.64101116,24,24,24,24,K9,period_data_K9.csv,0,0,0,0,3.138428374
6.20511228,24,24,24,24,K9,period_data_K9.csv,0,0,0,0,3.452271214
6.82562351,24,24,24,24,K9,period_data_K9.csv,0,0,0,0,3.797498336
7.50818586,24,24,24,24,K9,period_data_K9.csv,0,0,0,0,4.17724817
8.25900445,24,24,24,24,K9,period_data_K9.csv,0,0,0,0,4.594972989
9.08490489,24,24,24,24,K9,period_data_K9.csv,0,0,0,0,5.054470285
9.99339538,24,24,24,24,K9,period_data_K9.csv,0,0,0,0,5.559917314
10.99273492,24,24,24,24,K9,period_data_K9.csv,0,0,0,0,6.115909046
12.09200841,24,24,24,24,K9,period_data_K9.csv,0,0,0,0,6.72749995
13.30120925,24,24,24,24,K9,period_data_K9.csv,0,0,0,0,7.400249944
14.63133017,24,24,24,24,K9,period_data_K9.csv,0,0,0,0,8.140274936
16.09446319,24,24,24,24,K9,period_data_K9.csv,0,0,0,0,8.954302431
17.70390951,24,24,24,24,K9,period_data_K9.csv,0,0,0,0,9.849732675
0.07962653,48,16.71428571,48,24.22222222,d1,period_data_d1.csv,24,-7.285714286,24,0.222222222,0.101525602
0.08758918,48,16.71428571,48,24.44444444,d1,period_data_d1.csv,24,-7.285714286,24,0.444444444,0.111678159
0.0963481,48,16.71428571,48,24.55555556,d1,period_data_d1.csv,24,-7.285714286,24,0.555555556,0.122845977
0.10598291,48,15.42857143,48,23.22222222,d1,period_data_d1.csv,24,-8.571428571,24,-0.777777778,0.135130575
0.1165812,48,15.42857143,48,23.11111111,d1,period_data_d1.csv,24,-8.571428571,24,-0.888888889,0.148643631
0.12823932,48,15.42857143,48,23,d1,period_data_d1.csv,24,-8.571428571,24,-1,0.163507994
0.14106325,48,48.25,48.25,22.88888889,d1,period_data_d1.csv,24,24.25,24.25,-1.111111111,0.179858791
0.15516957,39.4,32.14285714,40.5,25,d1,period_data_d1.csv,15.4,8.142857143,16.5,1,0.197844664
0.17068653,38.6,24.875,38.8,21.9,d1,period_data_d1.csv,14.6,0.875,14.8,-2.1,0.217629134
0.18775518,36.6,36,36.16666667,24,d1,period_data_d1.csv,12.6,12,12.16666667,0,0.239392044
0.2065307,36,36,36,24,d1,period_data_d1.csv,12,12,12,0,0.263331251
0.22718377,35.5,28.57142857,34.33333333,23.88888889,d1,period_data_d1.csv,11.5,4.571428571,10.33333333,-0.111111111,0.289664376
0.24990215,33.6,22.33333333,34.5,20.45454545,d1,period_data_d1.csv,9.6,-1.666666667,10.5,-3.545454545,0.318630817
0.27489237,27.42857143,25.44444444,32.16666667,18,d1,period_data_d1.csv,3.428571429,1.444444444,8.166666667,-6,0.350493905
0.3023816,23.875,24.66666667,24.44444444,19.81818182,d1,period_data_d1.csv,-0.125,0.666666667,0.444444444,-4.181818182,0.385543287
0.33261976,24,24,24,24.11111111,d1,period_data_d1.csv,0,0,0,0.111111111,0.424097616
0.36588174,24.125,24.11111111,24,24,d1,period_data_d1.csv,0.125,0.111111111,0,0,0.466507382
0.40246991,24,24,24,24,d1,period_data_d1.csv,0,0,0,0,0.513158116
0.4427169,24,24,24,24.11111111,d1,period_data_d1.csv,0,0,0,0.111111111,0.564473926
0.48698859,24,24,24,24,d1,period_data_d1.csv,0,0,0,0,0.620921318
0.53568745,24,24,24,24,d1,period_data_d1.csv,0,0,0,0,0.683013451
0.5892562,24,24,24,24,d1,period_data_d1.csv,0,0,0,0,0.751314803
0.64818182,24,24,24,24,d1,period_data_d1.csv,0,0,0,0,0.826446283
0.713,24,24,24,24,d1,period_data_d1.csv,0,0,0,0,0.909090909
0.7843,24,24,24,24,d1,period_data_d1.csv,0,0,0,0,1
0.86273,24,24,24,24,d1,period_data_d1.csv,0,0,0,0,1.1
0.949003,24,24,24,24,d1,period_data_d1.csv,0,0,0,0,1.21
1.0439033,24,24,24,24,d1,period_data_d1.csv,0,0,0,0,1.331
1.14829363,24,24,24,24,d1,period_data_d1.csv,0,0,0,0,1.4641
1.26312299,24,24,24,24,d1,period_data_d1.csv,0,0,0,0,1.610509996
1.38943529,24,24,24,24,d1,period_data_d1.csv,0,0,0,0,1.771560997
1.52837882,24,24,24,24,d1,period_data_d1.csv,0,0,0,0,1.948717098
1.6812167,24,24,24,24,d1,period_data_d1.csv,0,0,0,0,2.143588805
1.84933837,24,24,24,24,d1,period_data_d1.csv,0,0,0,0,2.357947686
2.03427221,24,24,24,24,d1,period_data_d1.csv,0,0,0,0,2.593742458
2.23769943,24,24,24,24,d1,period_data_d1.csv,0,0,0,0,2.853116703
2.46146938,24,24,24,24,d1,period_data_d1.csv,0,0,0,0,3.138428382
2.70761631,24,24,24,24,d1,period_data_d1.csv,0,0,0,0,3.45227121
2.97837794,24,24,24,24,d1,period_data_d1.csv,0,0,0,0,3.79749833
3.27621574,24,24,24,24,d1,period_data_d1.csv,0,0,0,0,4.17724817
3.60383731,24,24,24,24,d1,period_data_d1.csv,0,0,0,0,4.594972982
3.96422104,24,24,24,24,d1,period_data_d1.csv,0,0,0,0,5.054470279
4.36064315,24,24,24,24,d1,period_data_d1.csv,0,0,0,0,5.559917315
4.79670746,24,24,24,24,d1,period_data_d1.csv,0,0,0,0,6.11590904
5.27637821,24,24,24,24,d1,period_data_d1.csv,0,0,0,0,6.727499949
5.80401603,24,24,24,24,d1,period_data_d1.csv,0,0,0,0,7.400249943
6.38441763,24,24,24,24,d1,period_data_d1.csv,0,0,0,0,8.140274933
7.0228594,24,24,24,24,d1,period_data_d1.csv,0,0,0,0,8.954302435
7.72514534,24,24,24,24,d1,period_data_d1.csv,0,0,0,0,9.849732679
0.0376863,23.88888889,16.92857143,23.88888889,24,d2D,period_data_d2D.csv,-0.111111111,-7.071428571,-0.111111111,0,0.101525593
0.04145493,23.88888889,16.92857143,23.88888889,24,d2D,period_data_d2D.csv,-0.111111111,-7.071428571,-0.111111111,0,0.111678152
0.04560043,23.88888889,16.92857143,23.88888889,24,d2D,period_data_d2D.csv,-0.111111111,-7.071428571,-0.111111111,0,0.122845986
0.05016047,23.88888889,16.92857143,24,24,d2D,period_data_d2D.csv,-0.111111111,-7.071428571,0,0,0.135130577
0.05517651,23.88888889,16.92857143,24,24,d2D,period_data_d2D.csv,-0.111111111,-7.071428571,0,0,0.148643615
0.06069417,23.88888889,16.92857143,24,24,d2D,period_data_d2D.csv,-0.111111111,-7.071428571,0,0,0.163508001
0.06676358,23.88888889,18,24,24,d2D,period_data_d2D.csv,-0.111111111,-6,0,0,0.179858782
0.07343994,24,24,24,24,d2D,period_data_d2D.csv,0,0,0,0,0.197844666
