Time,LHYm,P97m,P51m,ELm
0,0.9828162024776357,0.40139320271807205,0.6224767236834056,2.1623484453439237e-05
1,1.0056494146143282,0.9317155939667934,0.4893725866635078,0.13099260131632884
2,0.8770684792172792,1.2661006516816833,0.38563101617320134,0.1539822527501533
3,0.7215036128263895,1.599393490050208,0.3318988452939446,0.16757269950822065
4,0.5783524019446441,1.9427344218129243,0.3261928470473907,0.19736124123413398
5,0.4572566251792915,2.190843114712315,0.3656972096931137,0.2530892591230004
6,0.35889329521615987,2.21689014154831,0.4495594009879338,0.3403189379869098
7,0.2809248224330494,1.9957204164836608,0.5754631019612342,0.45563592733672065
8,0.22140841035898537,1.6994675976986544,0.7339351674563508,0.5728165085286558
9,0.17608055489278635,1.3600545938333972,0.9049082757723461,0.6472013671157639
10,0.1429833367472599,1.0656327609496603,1.0625666642276397,0.6603874615846608
11,0.11900431622761709,0.8153132378050907,1.1859508162518326,0.6351463850822575
12,0.10281659348345377,0.6166391069198779,1.2677316557859695,0.6009657151993992
13,0.09431836777876841,0.46765301849472585,1.312958770389258,0.5731455545867232
14,0.10269720901888003,0.3656837990244878,1.3311273497594005,0.22727022025612265
15,0.12549620437970682,0.30715798444017695,1.3281852295847938,0.0901197765874903
16,0.16813192028364984,0.2802636722885561,1.31123978026729,0.035735343608387746
17,0.23605185501179032,0.2720779350394864,1.2820300806020501,0.014170201262129084
18,0.33220089975938805,0.2733350244957289,1.2343378273304229,0.005618932080856929
19,0.45466190803385703,0.28000783969007464,1.1573363372256253,0.002228083179596295
20,0.5959102182805733,0.29213306833448616,1.0450459511491126,0.0008835054126746731
21,0.7436129940738762,0.3125054233905866,0.9053911615666322,0.0003503380175093177
22,0.8817960658637932,0.34590815035955946,0.7577703672998428,0.00013892016370053073
23,0.9923171973989977,0.3986076057512503,0.621842018289125,5.5086134560902386e-05
24,1.0582941966297619,0.47764770485956587,0.5098365403932513,2.1843351245536465e-05
25,1.0198440908556754,1.1719711947129592,0.4067276952572007,0.11105913482465905
26,0.8545684970235319,1.5932730402414084,0.3315944111534071,0.1385349460303592
27,0.6848855576255858,2.011326650795211,0.30084937022255875,0.16081032833521783
28,0.5386587051140411,2.400219750042223,0.31459481690200464,0.20087577690276737
29,0.4198930029296898,2.63564340118747,0.3728009365405721,0.26950980092812443
30,0.32643508890443873,2.641348108430574,0.47597556801540036,0.3723010566661026
31,0.25392120983513367,2.382361307680747,0.6204011156781771,0.5001672336757509
32,0.1985135910539714,1.9901787998871328,0.7925861844769087,0.6147387358839226
33,0.15672215949562535,1.5821202356785748,0.9683270094364753,0.6696372070304676
34,0.1259232345319717,1.2287002652814778,1.1206398184034747,0.6628788946054511
35,0.10366656365702552,0.9390659493957503,1.232007918467573,0.6279191480628158
36,0.08792569860278497,0.7060315424610252,1.300424236296812,0.592325081975138
37,0.07847120849336421,0.5296015137359678,1.3350259703243759,0.5668122342201523
38,0.08284978278079186,0.40844254749921804,1.345342480667074,0.22475885974197343
39,0.09856530308528237,0.3361756759451016,1.3385145554211102,0.08912394405649239
40,0.13018932457172258,0.2993647948317512,1.3228651653533579,0.03534046445276346
41,0.18303669152298804,0.28399403234778425,1.3009543518339075,0.014013619241308926
42,0.26139129189172733,0.2797537147181167,1.268164777190889,0.005556842352853885
43,0.36626930022834925,0.28146990917343734,1.2139298929868874,0.0022034616655045892
44,0.49393795195211065,0.2879379449845298,1.1271984579802583,0.0008737423446643736
45,0.6358515934713078,0.30066193429179944,1.006139892467062,0.0003464661027219977
46,0.7793993140906643,0.32315869447465817,0.8632436704279698,0.00013738494726167781
47,0.9086978457487067,0.3605687142850332,0.7187834597115911,5.447748532399617e-05
