Time,LHYm,P97m,P51m,ELm
0,1.026546833290691,1.3025992035459646,0.20775594490305913,0.08275375591639585
1,0.8109225688311382,1.483808429534085,0.1948753240098404,0.10330816644777759
2,0.6341861626946713,1.651960052154125,0.21446508786147464,0.13737617057117588
3,0.493826798265592,1.7418621553467624,0.26838454437467657,0.19414337345920282
4,0.384328824699343,1.694457094703295,0.36046041701540166,0.2822814342180378
5,0.30013862383930034,1.5112233592956805,0.49256503222592257,0.4050755303739777
6,0.23642049794560574,1.2542959811435481,0.6587277641174798,0.5440071789080108
7,0.1892621469871629,0.9934820500563311,0.8410163605447156,0.6482868791461712
8,0.15570185056593538,0.7683484093620933,1.0127501056439083,0.6793210080991932
9,0.13372192200758612,0.5898428725353857,1.1497858899665896,0.6551585631811343
10,0.12224152063278017,0.45453005125785306,1.2412392284321534,0.6142561165473958
11,0.12114125053438161,0.3545225376484887,1.29049946612279,0.578959083576388
12,0.1313407861335877,0.2817989647467198,1.3080471123102326,0.5549324692918108
13,0.15491262588977175,0.22957596506120245,1.3036480145336313,0.5398585220150968
14,0.19515812472904953,0.19252448480510634,1.281899321402762,0.5288097372262004
15,0.2807242379392271,0.17122899807115038,1.2488274703487419,0.20968967567024563
16,0.4173738416125164,0.17113911161090112,1.1914047220614565,0.08314854195390893
17,0.611052143631037,0.18944994233482257,1.0861116576976273,0.03297102684971929
18,0.8488346549946558,0.222154001152426,0.9273090869594773,0.013074049266646643
19,1.09514552304134,0.26938929958981916,0.7414030560460674,0.005184273970941681
20,1.3009490748651353,0.33726842935585905,0.5671234539476863,0.0020557277324992607
21,1.4217555324287345,0.4359997347926998,0.42785159919821725,0.0008151610125299302
22,1.4377636199135062,0.5763441063571672,0.3285308468270224,0.00032323699977044565
23,1.2672413499497774,1.1004296374354006,0.2538434863497876,0.061811334024191145
24,1.0266970146056955,1.3018485779614954,0.20781583602669038,0.08275687959783694
25,0.811073615055015,1.4829658486971096,0.1948973421291124,0.10329839009756789
26,0.634322980595301,1.6509800923454898,0.21445329686612682,0.1373484586676316
27,0.4939466908408582,1.7409114590514005,0.26833660314020213,0.19408939500664957
28,0.38443291848754313,1.6937698293547698,0.3603702406301255,0.28219037616036047
29,0.3002284994203745,1.5108437712829381,0.49242790955965504,0.40494336313811075
30,0.2365000050632187,1.254226257307863,0.658547597054025,0.5438604647817642
31,0.189333758928178,0.9935816218332398,0.8408102222350456,0.6481848984910012
32,0.15576668380070224,0.768502328361775,1.0125451469143225,0.6792908902633076
33,0.13377976071461983,0.5899908809431816,1.1496078313176745,0.6551739052081708
34,0.12229246019540399,0.45465472585132544,1.241101244886656,0.6142841125092279
35,0.12118508425025598,0.35462117611284144,1.2904002767766751,0.5789826263704504
36,0.1313790870681751,0.2818790187205602,1.3079769368854721,0.5549466225673918
37,0.1549410308688769,0.22963583640011148,1.3035955485623285,0.5398639519119633
38,0.19517345710302492,0.19256817455322214,1.281857380087201,0.5288094769738052
39,0.2807227732610573,0.17126135837839948,1.248797056140065,0.20968957247202005
40,0.4173464905325153,0.17116421419640038,1.191389014132581,0.08314850103240114
41,0.6109888647890392,0.1894704898595315,1.0861166791992243,0.032971010624705685
42,0.8487292137388676,0.22217083990381234,0.9273391505938509,0.013074042833860301
43,1.095000715417349,0.269401217101336,0.741452274746661,0.005184271422137212
44,1.300779604747479,0.33727226144357725,0.5671802184301517,0.002055726721492692
45,1.4215849102239602,0.43599075831992845,0.4279070296941945,0.0008151606118344674
46,1.4376137995754865,0.5763170851538986,0.32858092270849315,0.000323236840887956
47,1.267133651988904,1.1003671121006722,0.2538854025462723,0.0618241584256084
