condition,parameter,param_value,fold_change,mean_area,mean_eccentricity,mean_delta_area,mean_delta_eccentricity,base_param_value
LL,K4,0.065403,0.1635075,1164853.75,0.6917499539833901,17964.583333333332,0.06712173103193884,0.4
LL,K4,0.071944,0.17985999999999996,1167077.0833333333,0.686538269022849,20187.916666666668,0.06191004607139793,0.4
LL,K4,0.079138,0.197845,1169102.4166666667,0.6796828742144604,22213.25,0.05505465126300923,0.4
LL,K4,0.087052,0.21763,1170853.5833333333,0.6810470198411506,23964.416666666668,0.05641879688969952,0.4
LL,K4,0.095757,0.23939249999999998,1172523.3333333333,0.6776340745263295,25634.166666666668,0.05300585157487842,0.4
LL,K4,0.105332,0.26332999999999995,1173808.25,0.6779488417164306,26919.083333333332,0.05332061876497954,0.4
LL,K4,0.115866,0.28966499999999995,1174547.5833333333,0.67571849763622,27658.416666666668,0.051090274684768906,0.4
LL,K4,0.127452,0.31863,1176547.6666666667,0.6773802918378659,29658.5,0.05275206888641471,0.4
LL,K4,0.140198,0.35049499999999995,1176847.4166666667,0.6774451045930601,29958.25,0.05281688164160896,0.4
LL,K4,0.154217,0.38554249999999995,1177120.9166666667,0.6788273107175543,30231.75,0.05419908776610308,0.4
LL,K4,0.169639,0.4240975,1177468.5833333333,0.6811217884821694,30579.416666666668,0.056493565530718264,0.4
LL,K4,0.186603,0.46650749999999996,1177598.0,0.6813829435257084,30708.833333333332,0.05675472057425726,0.4
LL,K4,0.205263,0.5131574999999999,1177608.5833333333,0.6771725522675456,30719.416666666668,0.05254432931609446,0.4
LL,K4,0.22579,0.564475,1171452.5833333333,0.6703119055718457,24563.416666666668,0.04568368262039451,0.4
LL,K4,0.248369,0.6209224999999999,1176028.0833333333,0.662571692884291,29138.916666666668,0.037943469932839695,0.4
LL,K4,0.273205,0.6830124999999999,1175137.5833333333,0.6552426984744609,28248.416666666668,0.030614475523009804,0.4
LL,K4,0.300526,0.751315,1174172.75,0.6469208333222947,27283.583333333332,0.02229261037084342,0.4
LL,K4,0.330579,0.8264475,1173171.5833333333,0.6386493400170529,26282.416666666668,0.01402111706560169,0.4
LL,K4,0.363636,0.90909,1172312.8333333333,0.6287807536728427,25423.666666666668,0.004152530721391462,0.4
LL,K4,0.4,1.0,1146889.1666666667,0.6246282229514512,0.0,0.0,0.4
LL,K4,0.44,1.0999999999999999,1152654.6666666667,0.6066294893418563,5765.5,-0.017998733609594874,0.4
LL,K4,0.484,1.21,1156914.0833333333,0.5950170887824539,10024.916666666666,-0.029611134168997286,0.4
LL,K4,0.5324,1.331,1159262.25,0.5924686067906043,12373.083333333334,-0.03215961616084684,0.4
LL,K4,0.58564,1.4641,1164094.0,0.5901293500551332,17204.833333333332,-0.034498872896317964,0.4
LL,K4,0.644204,1.6105099999999999,1168636.1666666667,0.5887671756070295,21747.0,-0.0358610473444217,0.4
LL,K4,0.708624,1.77156,1168373.1666666667,0.5762152578216139,21484.0,-0.048412965129837275,0.4
LL,K4,0.779487,1.9487175,1167790.3333333333,0.5736116880876947,20901.166666666668,-0.05101653486375646,0.4
LL,K4,0.857436,2.1435899999999997,1167385.5,0.5859784004482026,20496.333333333332,-0.038649822503248554,0.4
LL,K4,0.943179,2.3579475,1167050.5833333333,0.585861488896917,20161.416666666668,-0.03876673405453407,0.4
LL,K4,1.037497,2.5937424999999994,1156580.0833333333,0.5862563905351724,9690.916666666666,-0.038371832416278756,0.4
LL,K4,1.141247,2.8531174999999998,1161498.75,0.5878332586774312,14609.583333333334,-0.03679496427401999,0.4
LL,K4,1.255371,3.1384274999999997,1161427.25,0.5879550302906944,14538.083333333334,-0.0366731926607567,0.4
LL,K4,1.380908,3.45227,1161219.0,0.5894520007987205,14329.833333333334,-0.03517622215273072,0.4
LL,K4,1.518999,3.7974975,1152923.75,0.5905341820686097,6034.583333333333,-0.03409404088284144,0.4
LL,K4,1.670899,4.177247499999999,1155794.4166666667,0.5879702828678955,8905.25,-0.03665794008355569,0.4
LL,K4,1.837989,4.5949725,1160867.8333333333,0.5885023711604361,13978.666666666666,-0.03612585179101508,0.4
LL,K4,2.021788,5.054469999999999,1160896.3333333333,0.588237246809521,14007.166666666666,-0.03639097614193002,0.4
LL,K4,2.223967,5.5599175,1161012.5833333333,0.5892931855138772,14123.416666666666,-0.0353350374375739,0.4
LL,K4,2.446364,6.1159099999999995,1160826.25,0.5855053445523811,13937.083333333334,-0.03912287839907003,0.4
LL,K4,2.691,6.727499999999999,1152633.5,0.590732443408661,5744.333333333333,-0.03389577954279016,0.4
LL,K4,2.9601,7.40025,1155514.9166666667,0.5892871604249099,8625.75,-0.03534106252654129,0.4
LL,K4,3.25611,8.140274999999999,1160599.6666666667,0.5913040410155178,13710.5,-0.033324181935933346,0.4
LL,K4,3.581721,8.954302499999999,1160649.4166666667,0.590498469707053,13760.25,-0.03412975324439818,0.4
LL,K4,3.939893,9.8497325,1160611.1666666667,0.590183271440444,13722.0,-0.03444495151100709,0.4
LL,kmpbc,727.126333,0.1015255980173136,1174513.25,0.6208873388770774,4192.666666666667,0.0030466598494185058,7162.0
LL,kmpbc,799.838966,0.11167815777715723,1174521.4166666667,0.6208370387604842,4200.833333333333,0.002996359732825369,7162.0
LL,kmpbc,879.822863,0.12284597361072326,1174835.5833333333,0.621491626425959,4515.0,0.003650947398300103,7162.0
LL,kmpbc,967.805149,0.13513057092990785,1174796.75,0.6213165469529949,4476.166666666667,0.0034758679253359868,7162.0
LL,kmpbc,1064.585664,0.1486436280368612,1174758.5,0.6217553344243102,4437.916666666667,0.003914655396651275,7162.0
LL,kmpbc,1171.04423,0.16350799078469702,1174739.8333333333,0.6221534222781915,4419.25,0.004312743250532547,7162.0
LL,kmpbc,1288.148653,0.1798587898631667,1174813.25,0.6233456412401546,4492.666666666667,0.005504962212495672,7162.0
LL,kmpbc,1416.963519,0.19784466894722144,1174824.3333333333,0.6221468732146838,4503.75,0.004306194187024798,7162.0
LL,kmpbc,1558.659871,0.21762913585590618,1174772.75,0.6231551448490705,4452.166666666667,0.005314465821411531,7162.0
LL,kmpbc,1714.525858,0.2393920494275342,1174797.1666666667,0.6218019816319028,4476.583333333333,0.003961302604243877,7162.0
LL,kmpbc,1885.978443,0.263331254258587,1174875.4166666667,0.6229668617341526,4554.833333333333,0.005126182706493694,7162.0
LL,kmpbc,2074.576288,0.2896643797821838,1175007.5,0.6214370094740952,4686.916666666667,0.0035963304464364057,7162.0
LL,kmpbc,2282.033916,0.31863081764870144,1174966.1666666667,0.623324115010731,4645.583333333333,0.005483435983072114,7162.0
LL,kmpbc,2510.237308,0.350493899469422,1174912.1666666667,0.6231037774430642,4591.583333333333,0.005263098415405278,7162.0
LL,kmpbc,2761.261039,0.3855432894442893,1174978.5833333333,0.6220249726265795,4658.0,0.004184293598920539,7162.0
LL,kmpbc,3037.387143,0.4240976184026808,1175048.0833333333,0.621725009346437,4727.5,0.0038843303187781433,7162.0
LL,kmpbc,3341.125857,0.46650738020106114,1175038.0833333333,0.6218714583147332,4717.5,0.004030779287074358,7162.0
LL,kmpbc,3675.238443,0.513158118263055,1174981.0833333333,0.6217922857238797,4660.5,0.0039516066962208,7162.0
LL,kmpbc,4042.762287,0.5644739300474728,1174110.6666666667,0.6201172212653062,3790.0833333333335,0.002276542237647209,7162.0
LL,kmpbc,4447.038516,0.6209213230941077,1174147.5,0.6186420066048925,3826.9166666666665,0.0008013275772335848,7162.0
LL,kmpbc,4891.742367,0.6830134553197431,1174234.25,0.6209604410376773,3913.6666666666665,0.0031197620100185766,7162.0
LL,kmpbc,5380.916604,0.7513148008936051,1175057.1666666667,0.6221989995669458,4736.583333333333,0.004358320539286874,7162.0
LL,kmpbc,5919.008264,0.8264462809271154,1175027.5833333333,0.6225098540936865,4707.0,0.004669175066027616,7162.0
LL,kmpbc,6510.909091,0.9090909091036025,1174837.4166666667,0.622365448483634,4516.833333333333,0.0045247694559750655,7162.0
LL,kmpbc,7162.0,1.0,1170320.5833333333,0.6178406790276588,0.0,0.0,7162.0
LL,kmpbc,7878.2,1.0999999999999999,1175342.9166666667,0.6202134066859729,5022.333333333333,0.00237272765831407,7162.0
LL,kmpbc,8666.02,1.21,1175015.5833333333,0.6218759674686883,4695.0,0.004035288441029489,7162.0
LL,kmpbc,9532.622,1.331,1174954.6666666667,0.6229634622618214,4634.083333333333,0.005122783234162469,7162.0
LL,kmpbc,10490.0,1.4646746718793633,1174900.9166666667,0.6220421089119506,4580.333333333333,0.004201429884291739,7162.0
LL,kmpbc,11530.0,1.6098855068416644,1174901.5833333333,0.6229029683880856,4581.0,0.005062289360426649,7162.0
LL,kmpbc,12690.0,1.7718514381457693,1174794.9166666667,0.622622940294801,4474.333333333333,0.00478226126714205,7162.0
LL,kmpbc,13960.0,1.9491762077631947,1174788.8333333333,0.6225913524204589,4468.25,0.00475067339279998,7162.0
