condition,parameter,param_value,fold_change,mean_area,mean_eccentricity,mean_delta_area,mean_delta_eccentricity,base_param_value
LD,K11,2.704199,8.140273931366647,1140501.1666666667,0.5356573255307331,149.16666666666666,-0.003204448725198511,0.3322
LD,K11,2.974619,8.954301625526792,1145219.3333333333,0.5361178167284734,4867.333333333333,-0.002743957527458152,0.3322
LD,K11,3.272081,9.84973208910295,1145219.3333333333,0.5384144497840481,4867.333333333333,-0.00044732447188363295,0.3322
LD,k1L,0.029097,0.10152477320307048,1165301.9166666667,0.6146559920436897,26264.166666666668,0.07919762101433504,0.2866
LD,k1L,0.032007,0.11167829727843684,1165803.3333333333,0.6233472580411544,26765.583333333332,0.08788888701179974,0.2866
LD,k1L,0.035208,0.12284717376133984,1167794.5833333333,0.6176485531439564,28756.833333333332,0.08219018211460165,0.2866
LD,k1L,0.038728,0.13512909979064897,1169067.3333333333,0.6200802934032138,30029.583333333332,0.08462192237385913,0.2866
LD,k1L,0.042601,0.1486427076064201,1169188.5,0.6004200203764647,30150.75,0.06496164934710992,0.2866
LD,k1L,0.046861,0.163506629448709,1158813.75,0.5860747054814516,19776.0,0.05061633445209685,0.2866
LD,k1L,0.051548,0.1798604326587578,1164806.0,0.5794870756008411,25768.25,0.04402870457148627,0.2866
LD,k1L,0.056702,0.1978436845778088,1170724.1666666667,0.5766180640250501,31686.416666666668,0.04115969299569542,0.2866
LD,k1L,0.062373,0.21763084438241448,1162988.0,0.5961932277544535,23950.25,0.06073485672509876,0.2866
LD,k1L,0.06861,0.23939288206559664,1158557.1666666667,0.5958897105292992,19519.416666666668,0.06043133949994448,0.2866
LD,k1L,0.075471,0.2633321702721563,1163122.5,0.6038119755746627,24084.75,0.06835360454530791,0.2866
LD,k1L,0.083018,0.2896650383810188,1163749.1666666667,0.6082765211628095,24711.416666666668,0.07281815013345475,0.2866
LD,k1L,0.09132,0.3186322400558269,1157718.5833333333,0.5858734377534954,18680.833333333332,0.050415066724140666,0.2866
LD,k1L,0.100452,0.3504954640614096,1151503.9166666667,0.5958017187485957,12466.166666666666,0.060343347719241026,0.2866
LD,k1L,0.110497,0.3855443126308443,1154263.8333333333,0.6020683370406937,15226.083333333334,0.06660996601133902,0.2866
LD,k1L,0.121546,0.42409630146545707,1157582.1666666667,0.5826766123922397,18544.416666666668,0.04721824136288496,0.2866
LD,k1L,0.133701,0.4665073272854151,1140168.5833333333,0.5712848374265717,1130.8333333333333,0.03582646639721695,0.2866
LD,k1L,0.147071,0.5131577110956036,1138324.0833333333,0.5655498901170054,-713.6666666666666,0.03009151908765075,0.2866
LD,k1L,0.161778,0.5644731332868108,1139943.9166666667,0.5601462035285725,906.1666666666666,0.02468783249921779,0.2866
LD,k1L,0.177956,0.6209211444521981,1141872.8333333333,0.5276125537641444,2835.0833333333335,-0.00784581726521045,0.2866
LD,k1L,0.195752,0.6830146545708304,1143115.0833333333,0.5126738510021213,4077.3333333333335,-0.022784520027233413,0.2866
LD,k1L,0.215327,0.7513154221912072,1146021.0833333333,0.5088196488668978,6983.333333333333,-0.026638722162456996,0.2866
LD,k1L,0.23686,0.8264480111653872,1143038.9166666667,0.5157344151848751,4001.1666666666665,-0.019723955844479685,0.2866
LD,k1L,0.260545,0.909089323098395,1148796.75,0.53737496028477,9759.0,0.0019165892554152408,0.2866
LD,k1L,0.2866,1.0,1139037.75,0.5354583710293547,0.0,0.0,0.2866
LD,k1L,0.31526,1.0999999999999999,1143258.9166666667,0.5382945646328637,4221.166666666667,0.0028361936035090443,0.2866
LD,k1L,0.346786,1.2099999999999997,1147521.0,0.5399922481401372,8483.25,0.004533877110782514,0.2866
LD,k1L,0.381465,1.3310013956734124,1146323.5833333333,0.5431112092253211,7285.833333333333,0.007652838195966377,0.2866
LD,k1L,0.419611,1.464099790648988,1145590.0,0.5467741188236558,6552.25,0.011315747794300992,0.2866
LD,k1L,0.461572,1.6105094207955337,1144104.5,0.5468785048495111,5066.75,0.011420133820156367,0.2866
LD,k1L,0.507729,1.771559665038381,1142425.25,0.54573763080426,3387.5,0.01027925977490519,0.2866
LD,k1L,0.558502,1.9487159804605723,1141702.5833333333,0.5553078457397044,2664.8333333333335,0.01984947471034972,0.2866
LD,k1L,0.614353,2.143590369853454,1141865.75,0.564400928888335,2828.0,0.028942557858980183,0.2866
LD,k1L,0.675788,2.3579483600837405,1140109.6666666667,0.5604565344682289,1071.9166666666667,0.024998163438874094,0.2866
LD,k1L,0.743367,2.5937438939288207,1138750.25,0.5621460578492229,-287.5,0.026687686819868106,0.2866
LD,k1L,0.817703,2.8531158408932304,1138569.0,0.5680178613542909,-468.75,0.03255949032493612,0.2866
LD,k1L,0.899474,3.1384298674110256,1138817.3333333333,0.5739049171288252,-220.41666666666666,0.03844654609947043,0.2866
LD,k1L,0.989421,3.4522714584787155,1139441.5,0.5837214652616507,403.75,0.04826309423229592,0.2866
LD,k1L,1.088363,3.797498255408234,1134267.9166666667,0.5874887979322964,-4769.833333333333,0.052030426902941525,0.2866
LD,k1L,1.197199,4.177247034193998,1127615.25,0.5835568833633494,-11422.5,0.048098512333994585,0.2866
LD,k1L,1.316919,4.594972086531751,1130842.3333333333,0.5852552960038578,-8195.416666666666,0.049796924974503,0.2866
LD,k1L,1.448611,5.05446964410328,1130113.1666666667,0.5813439112041507,-8924.583333333334,0.04588554017479601,0.2866
LD,k1L,1.593472,5.559916259595254,1130230.5,0.584023533999535,-8807.25,0.0485651629701802,0.2866
LD,k1L,1.75282,6.1159106769016045,1130568.9166666667,0.586042535635242,-8468.833333333334,0.05058416460588729,0.2866
LD,k1L,1.928101,6.727498255408234,1126452.9166666667,0.5880975392834598,-12584.833333333334,0.05263916825410488,0.2866
LD,k1L,2.120912,7.400251221214236,1131821.5833333333,0.5928562739012955,-7216.166666666667,0.05739790287194068,0.2866
LD,k1L,2.333003,8.140275645498953,1122418.5833333333,0.5925198527302354,-16619.166666666668,0.05706148170088063,0.2866
LD,k1L,2.566303,8.95430216329379,1128393.25,0.5958517823838085,-10644.5,0.06039341135445376,0.2866
LD,k1L,2.822933,9.849731332868108,1133853.5,0.601579720980889,-5184.25,0.06612134995153426,0.2866
LD,K1,0.019726,0.10152341739577972,1146111.0,0.6119870467016285,10062.25,0.07334572451570494,0.1943
LD,K1,0.021699,0.11167781780751415,1145888.5,0.611178931658262,9839.75,0.07253760947233834,0.1943
LD,K1,0.023869,0.12284611425630469,1145549.3333333333,0.6112771810430914,9500.583333333334,0.07263585885716782,0.1943
LD,K1,0.026256,0.13513124034997429,1145057.5,0.6107557027423002,9008.75,0.0721143805563766,0.1943
LD,K1,0.028881,0.14864127637673702,1144376.9166666667,0.6103446964921515,8328.166666666666,0.07170337430622797,0.1943
LD,K1,0.03177,0.16351003602676273,1140569.5,0.6139556325972054,4520.75,0.07531431041128175,0.1943
LD,K1,0.034947,0.179861039629439,1142385.9166666667,0.6099249642706527,6337.166666666667,0.07128364208472913,0.1943
LD,K1,0.038441,0.19784354091610912,1141231.4166666667,0.6058595640036823,5182.666666666667,0.06721824181775878,0.1943
LD,K1,0.042285,0.21762738033968093,1140464.1666666667,0.5999612346866592,4415.416666666667,0.06131991250073563,0.1943
LD,K1,0.046514,0.23939269171384456,1139490.8333333333,0.5957174979213414,3442.0833333333335,0.05707617573541793,0.1943
LD,K1,0.051165,0.26332990221307256,1138432.6666666667,0.5848163769105971,2383.9166666666665,0.0461750547246735,0.1943
LD,K1,0.056282,0.2896654657745754,1137358.5,0.5751282138824505,1309.75,0.03648689169652689,0.1943
LD,K1,0.06191,0.3186309830159547,1131684.9166666667,0.5670627194136898,-4363.833333333333,0.028421397227766227,0.1943
LD,K1,0.068101,0.35049408131755017,1135238.5,0.5486127473948071,-810.25,0.009971425208883658,0.1943
LD,K1,0.074911,0.3855429747812661,1131991.75,0.5352535470156068,-4057.0,-0.003387775170316872,0.1943
LD,K1,0.082402,0.42409675759135357,1129662.0,0.5162554496175025,-6386.75,-0.02238587256842124,0.1943
LD,K1,0.090642,0.4665054040144107,1125834.4166666667,0.5070879076945854,-10214.333333333334,-0.03155341449133817,0.1943
LD,K1,0.099707,0.5131600617601647,1126469.25,0.5070731808190623,-9579.5,-0.031568141366861376,0.1943
LD,K1,0.109677,0.5644724652599074,1126923.5833333333,0.497000010571743,-9125.166666666666,-0.04164131161418058,0.1943
LD,K1,0.120645,0.6209212557900154,1128764.5,0.48527584272816027,-7284.25,-0.0533654794577634,0.1943
LD,K1,0.13271,0.6830159547092125,1127912.6666666667,0.48007622565806357,-8136.083333333333,-0.05856509652785999,0.1943
LD,K1,0.14598,0.7513124034997427,1130904.0,0.4862594456829597,-5144.75,-0.05238187650296389,0.1943
LD,K1,0.160579,0.8264487905301081,1139571.25,0.5038949869770947,3522.5,-0.03474633520882892,0.1943
LD,K1,0.176636,0.9090890375707668,1143759.9166666667,0.5223799714122634,7711.166666666667,-0.016261350773660116,0.1943
LD,K1,0.1943,1.0,1136048.75,0.5386413221859235,0.0,0.0,0.1943
LD,K1,0.21373,1.1,1145162.5,0.5501456034483524,9113.75,0.011504281262428797,0.1943
LD,K1,0.235103,1.21,1152138.8333333333,0.5599116370265448,16090.083333333334,0.021270314840621224,0.1943
LD,K1,0.258613,1.3309984559958825,1154807.9166666667,0.5681520373264398,18759.166666666668,0.02951071514051624,0.1943
LD,K1,0.284475,1.4641019042717447,1154694.4166666667,0.5616353880393616,18645.666666666668,0.02299406585343804,0.1943
LD,K1,0.312922,1.6105095213587235,1154880.75,0.5645903203417144,18832.0,0.025948998155790826,0.1943
LD,K1,0.344214,1.7715594441585178,1154406.1666666667,0.5600994306302471,18357.416666666668,0.021458108444323554,0.1943
LD,K1,0.378636,1.948718476582604,1153685.4166666667,0.5581024254814183,17636.666666666668,0.01946110329549473,0.1943
